player_id,player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_nickname,team_abbreviation,organization,organization_type,player_profile_flag,team_name,position,height,height_ft_in,height_shoes,height_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,modified_lane_agility_time,three_quarter_sprint,bench_press
1641708,Amen Thompson,2023,1,4,4,Draft,1610612745,Houston,Rockets,HOU,Overtime Elite,Other Team/Club,1,Houston Rockets,SG,77.75,6' 5.75'',,,214.2,84.0,7' 0.00'',103.5,8' 7.50'',,8.5,8.5,,,,,
1641709,Ausar Thompson,2023,1,5,5,Draft,1610612765,Detroit,Pistons,DET,Overtime Elite,Other Team/Club,1,Detroit Pistons,SG,77.75,6' 5.75'',,,218.2,84.0,7' 0.00'',104.0,8' 8.00'',,8.75,9.25,,,,,
1641710,Anthony Black,2023,1,6,6,Draft,1610612753,Orlando,Magic,ORL,Arkansas,College/University,1,Orlando Magic,PG,77.75,6' 5.75'',,,210.0,79.5,6' 7.50'',102.5,8' 6.50'',,8.25,9.5,32.0,39.0,,3.35,
1641716,Jarace Walker,2023,1,8,8,Draft,1610612764,Washington,Wizards,WAS,Houston,College/University,1,Washington Wizards,PF,78.5,6' 6.50'',,,248.6,86.5,7' 2.50'',104.5,8' 8.50'',,9.0,10.0,34.5,38.0,,3.2,
1641707,Taylor Hendricks,2023,1,9,9,Draft,1610612762,Utah,Jazz,UTA,Central Florida,College/University,1,Utah Jazz,PF,80.25,6' 8.25'',,,213.6,84.5,7' 0.50'',107.0,8' 11.00'',,9.25,10.25,32.5,36.0,,3.32,
1641717,Cason Wallace,2023,1,10,10,Draft,1610612742,Dallas,Mavericks,DAL,Kentucky,College/University,1,Dallas Mavericks,PG,74.5,6' 2.50'',,,195.2,80.5,6' 8.50'',101.0,8' 5.00'',,8.5,9.25,28.0,36.0,,3.34,
1641711,Gradey Dick,2023,1,13,13,Draft,1610612761,Toronto,Raptors,TOR,Kansas,College/University,1,Toronto Raptors,SG,78.25,6' 6.25'',,,204.0,80.75,6' 8.75'',101.0,8' 5.00'',,8.25,9.0,29.0,34.0,2.98,3.5,
1641722,Jordan Hawkins,2023,1,14,14,Draft,1610612740,New Orleans,Pelicans,NOP,Connecticut,College/University,1,New Orleans Pelicans,SG,76.25,6' 4.25'',,,186.0,78.75,6' 6.75'',101.5,8' 5.50'',,8.25,8.75,,,,,
1641723,Kobe Bufkin,2023,1,15,15,Draft,1610612737,Atlanta,Hawks,ATL,Michigan,College/University,1,Atlanta Hawks,SG,76.25,6' 4.25'',,,186.8,79.75,6' 7.75'',102.5,8' 6.50'',,8.0,9.25,29.0,36.0,,3.26,
1641720,Jalen Hood-Schifino,2023,1,17,17,Draft,1610612747,Los Angeles,Lakers,LAL,Indiana,College/University,1,Los Angeles Lakers,PG,76.25,6' 4.25'',,,216.6,82.25,6' 10.25'',100.5,8' 4.50'',,9.0,9.75,,,,,
1631170,Jaime Jaquez Jr.,2023,1,18,18,Draft,1610612748,Miami,Heat,MIA,California-Los Angeles,College/University,1,Miami Heat,SF,78.0,6' 6.00'',,,226.4,81.5,6' 9.50'',99.5,8' 3.50'',,8.5,9.5,34.5,39.0,,3.33,
1641764,Brandin Podziemski,2023,1,19,19,Draft,1610612744,Golden State,Warriors,GSW,Santa Clara,College/University,1,Golden State Warriors,SG,75.75,6' 3.75'',,,203.8,77.5,6' 5.50'',96.5,8' 0.50'',,8.25,10.0,31.5,39.0,3.2,3.21,
1641715,Cam Whitmore,2023,1,20,20,Draft,1610612745,Houston,Rockets,HOU,Villanova,College/University,1,Houston Rockets,SF,77.75,6' 5.75'',,,235.0,80.5,6' 8.50'',103.5,8' 7.50'',,8.0,8.25,31.5,40.5,3.33,3.2,
1641727,Dariq Whitehead,2023,1,22,22,Draft,1610612751,Brooklyn,Nets,BKN,Duke,College/University,1,Brooklyn Nets,SG,77.75,6' 5.75'',,,217.2,82.25,6' 10.25'',103.5,8' 7.50'',,8.5,10.0,,,,,
1631200,Kris Murray,2023,1,23,23,Draft,1610612757,Portland,Trail Blazers,POR,Iowa,College/University,1,Portland Trail Blazers,PF,79.75,6' 7.75'',,,212.8,83.75,6' 11.75'',106.0,8' 10.00'',,8.5,9.0,29.5,35.0,,3.3,
1641765,Olivier-Maxence Prosper,2023,1,24,24,Draft,1610612758,Sacramento,Kings,SAC,Marquette,College/University,1,Sacramento Kings,PF,78.75,6' 6.75'',,,212.4,85.0,7' 1.00'',104.0,8' 8.00'',,8.25,10.0,35.0,40.5,3.0,3.21,
1631204,Marcus Sasser,2023,1,25,25,Draft,1610612763,Memphis,Grizzlies,MEM,Houston,College/University,1,Memphis Grizzlies,PG,73.25,6' 1.25'',,,195.6,79.0,6' 7.00'',99.5,8' 3.50'',,8.75,9.5,27.0,35.0,,3.43,
1641767,Ben Sheppard,2023,1,26,26,Draft,1610612754,Indiana,Pacers,IND,Belmont,College/University,1,Indiana Pacers,SG,77.25,6' 5.25'',,,194.6,79.75,6' 7.75'',100.0,8' 4.00'',,8.5,9.5,29.5,35.5,2.98,3.17,
1631124,Julian Strawther,2023,1,29,29,Draft,1610612754,Indiana,Pacers,IND,Gonzaga,College/University,1,Indiana Pacers,SF,78.0,6' 6.00'',,,208.8,81.25,6' 9.25'',105.0,8' 9.00'',,8.25,8.25,27.5,34.5,3.46,3.31,
1631124,Julian Strawther,2023,1,29,29,Draft,1610612754,Indiana,Pacers,IND,Gonzaga,College/University,1,Indiana Pacers,SF,77.75,6' 5.75'',79.0,6' 7.00'',207.6,81.5,6' 9.50'',104.5,8' 8.50'',7.9,8.25,8.5,28.5,35.0,3.37,3.26,
1641738,Kobe Brown,2023,1,30,30,Draft,1610612746,Los Angeles,Clippers,LAC,Missouri,College/University,1,Los Angeles Clippers,PF,78.5,6' 6.50'',,,252.2,84.75,7' 0.75'',106.5,8' 10.50'',,8.75,9.75,28.5,32.0,3.23,3.33,
1629618,Jalen Pickett,2023,2,2,32,Draft,1610612754,Indiana,Pacers,IND,Penn State,College/University,1,Indiana Pacers,PG,74.0,6' 2.00'',,,197.8,79.25,6' 7.25'',98.5,8' 2.50'',,8.5,7.5,28.5,33.0,3.41,3.35,
1631159,Leonard Miller,2023,2,3,33,Draft,1610612759,San Antonio,Spurs,SAS,Ignite (G League),Other Team/Club,1,San Antonio Spurs,PF,81.25,6' 9.25'',,,212.8,86.0,7' 2.00'',106.5,8' 10.50'',,9.5,10.5,32.0,37.5,,3.33,
1631159,Leonard Miller,2023,2,3,33,Draft,1610612759,San Antonio,Spurs,SAS,Ignite (G League),Other Team/Club,1,San Antonio Spurs,SF,80.5,6' 8.50'',82.0,6' 10.00'',211.0,86.0,7' 2.00'',106.5,8' 10.50'',5.7,9.25,10.5,30.0,36.5,3.02,3.36,
1641732,Colby Jones,2023,2,4,34,Draft,1610612766,Charlotte,Hornets,CHA,Xavier,College/University,1,Charlotte Hornets,SG,76.5,6' 4.50'',,,199.2,80.0,6' 8.00'',103.0,8' 7.00'',,8.25,8.5,30.5,35.0,3.13,3.33,
1641763,Julian Phillips,2023,2,5,35,Draft,1610612738,Boston,Celtics,BOS,Tennessee,College/University,1,Boston Celtics,SF,78.75,6' 6.75'',,,196.6,83.5,6' 11.50'',102.0,8' 6.00'',,8.5,9.0,36.0,43.0,,3.32,
1641748,Andre Jackson Jr.,2023,2,6,36,Draft,1610612753,Orlando,Magic,ORL,Connecticut,College/University,1,Orlando Magic,SF,77.5,6' 5.50'',,,198.4,81.75,6' 9.75'',103.0,8' 7.00'',,8.25,9.5,30.5,39.5,,3.14,
1641775,Jordan Walsh,2023,2,8,38,Draft,1610612758,Sacramento,Kings,SAC,Arkansas,College/University,1,Sacramento Kings,SF,77.75,6' 5.75'',,,204.0,85.75,7' 1.75'',107.0,8' 11.00'',,8.75,8.5,33.0,36.0,,3.3,
1631243,Mouhamed Gueye,2023,2,9,39,Draft,1610612766,Charlotte,Hornets,CHA,Washington State,College/University,1,Charlotte Hornets,C,82.25,6' 10.25'',,,212.6,87.25,7' 3.25'',110.5,9' 2.50'',,9.0,10.0,,,,,
1641721,Maxwell Lewis,2023,2,10,40,Draft,1610612743,Denver,Nuggets,DEN,Pepperdine,College/University,1,Denver Nuggets,SG,78.25,6' 6.25'',,,207.2,84.0,7' 0.00'',104.5,8' 8.50'',,8.75,9.5,32.5,36.5,,3.43,
1641735,Amari Bailey,2023,2,11,41,Draft,1610612766,Charlotte,Hornets,CHA,California-Los Angeles,College/University,1,Charlotte Hornets,SG,75.25,6' 3.25'',,,190.8,79.0,6' 7.00'',103.5,8' 7.50'',,8.0,9.25,28.5,35.0,,3.19,
1641774,Tristan Vukcevic,2023,2,12,42,Draft,1610612764,Washington,Wizards,WAS,Real Madrid Baloncesto (Spain),Other Team/Club,1,Washington Wizards,C,83.25,6' 11.25'',,,223.4,86.5,7' 2.50'',111.0,9' 3.00'',,9.0,10.25,26.0,30.5,3.16,3.43,
1641712,Rayan Rupert,2023,2,13,43,Draft,1610612757,Portland,Trail Blazers,POR,Breakers (New Zealand),Other Team/Club,1,Portland Trail Blazers,SF,78.0,6' 6.00'',,,193.2,86.0,7' 2.00'',106.0,8' 10.00'',,8.5,9.5,27.5,32.5,,3.43,
1631321,Sidy Cissoko,2023,2,14,44,Draft,1610612759,San Antonio,Spurs,SAS,Ignite (G League),Other Team/Club,1,San Antonio Spurs,SF,77.5,6' 5.50'',,,223.8,81.75,6' 9.75'',104.0,8' 8.00'',,9.25,10.0,30.5,35.5,,3.31,
1641713,GG Jackson,2023,2,15,45,Draft,1610612763,Memphis,Grizzlies,MEM,South Carolina,College/University,1,Memphis Grizzlies,PF,80.25,6' 8.25'',,,214.4,83.5,6' 11.50'',106.0,8' 10.00'',,8.5,10.0,31.0,37.0,,3.21,
1641754,Seth Lundy,2023,2,16,46,Draft,1610612737,Atlanta,Hawks,ATL,Penn State,College/University,1,Atlanta Hawks,SF,76.0,6' 4.00'',,,214.4,82.25,6' 10.25'',104.0,8' 8.00'',,8.5,9.0,31.5,35.5,,3.15,
1631340,Mojave King,2023,2,17,47,Draft,1610612747,Los Angeles,Lakers,LAL,Ignite (G League),Other Team/Club,0,Los Angeles Lakers,SG,75.75,6' 3.75'',,,200.6,80.0,6' 8.00'',101.0,8' 5.00'',,8.75,9.5,33.5,42.0,,3.18,
1641757,Jordan Miller,2023,2,18,48,Draft,1610612746,Los Angeles,Clippers,LAC,Miami (FL),College/University,1,Los Angeles Clippers,SF,76.5,6' 4.50'',,,191.6,83.75,6' 11.75'',103.5,8' 7.50'',,8.5,9.25,32.0,36.5,3.21,3.17,
1641734,Emoni Bates,2023,2,19,49,Draft,1610612739,Cleveland,Cavaliers,CLE,Eastern Michigan,College/University,1,Cleveland Cavaliers,SF,80.25,6' 8.25'',,,179.2,81.0,6' 9.00'',105.0,8' 9.00'',,8.0,8.25,27.0,32.5,,3.49,
1641749,Keyontae Johnson,2023,2,20,50,Draft,1610612760,Oklahoma City,Thunder,OKC,Kansas State,College/University,1,Oklahoma City Thunder,SF,76.0,6' 4.00'',,,238.6,84.0,7' 0.00'',103.0,8' 7.00'',,9.0,9.0,,,,,
1630592,Jalen Wilson,2023,2,21,51,Draft,1610612751,Brooklyn,Nets,BKN,Kansas,College/University,1,Brooklyn Nets,SF,77.5,6' 5.50'',,,230.2,80.0,6' 8.00'',99.5,8' 3.50'',,8.25,9.0,31.5,35.0,3.15,3.2,
1641739,Toumani Camara,2023,2,22,52,Draft,1610612756,Phoenix,Suns,PHX,Dayton,College/University,1,Phoenix Suns,PF,79.0,6' 7.00'',,,220.4,84.5,7' 0.50'',107.0,8' 11.00'',,9.0,10.0,28.5,33.0,3.19,3.41,
1641740,Jaylen Clark,2023,2,23,53,Draft,1610612750,Minnesota,Timberwolves,MIN,California-Los Angeles,College/University,1,Minnesota Timberwolves,SG,76.0,6' 4.00'',,,204.2,81.0,6' 9.00'',101.5,8' 5.50'',,8.5,9.0,,,,,
1641771,Jalen Slawson,2023,2,24,54,Draft,1610612758,Sacramento,Kings,SAC,Furman,College/University,1,Sacramento Kings,PF,78.5,6' 6.50'',,,221.6,83.75,6' 11.75'',106.0,8' 10.00'',,9.0,9.0,29.0,33.0,,3.29,
1631209,Isaiah Wong,2023,2,25,55,Draft,1610612754,Indiana,Pacers,IND,Miami (FL),College/University,1,Indiana Pacers,SG,74.5,6' 2.50'',,,178.4,78.75,6' 6.75'',97.5,8' 1.50'',,8.25,9.5,32.5,37.0,,3.22,
1631218,Trayce Jackson-Davis,2023,2,27,57,Draft,1610612764,Washington,Wizards,WAS,Indiana,College/University,1,Washington Wizards,C,80.25,6' 8.25'',,,240.4,85.0,7' 1.00'',106.0,8' 10.00'',,9.25,10.75,33.0,36.5,3.23,3.2,
1641753,Chris Livingston,2023,2,28,58,Draft,1610612749,Milwaukee,Bucks,MIL,Kentucky,College/University,1,Milwaukee Bucks,SF,78.0,6' 6.00'',,,219.2,83.25,6' 11.25'',104.5,8' 8.50'',,8.5,9.0,30.5,37.0,,3.27,
1631097,Bennedict Mathurin,2022,1,6,6,Draft,1610612754,Indiana,Pacers,IND,Arizona,College/University,1,Indiana Pacers,SG,76.5,6' 4.50'',78.0,6' 6.00'',204.6,81.0,6' 9.00'',104.0,8' 8.00'',5.7,8.5,9.75,,,,,
1631101,Shaedon Sharpe,2022,1,7,7,Draft,1610612757,Portland,Trail Blazers,POR,Kentucky,College/University,1,Portland Trail Blazers,SG,76.25,6' 4.25'',77.25,6' 5.25'',198.0,83.5,6' 11.50'',103.5,8' 7.50'',4.8,9.0,9.25,,,,,
1630700,Dyson Daniels,2022,1,8,8,Draft,1610612740,New Orleans,Pelicans,NOP,Ignite (G League),Other Team/Club,1,New Orleans Pelicans,SG,78.0,6' 6.00'',79.5,6' 7.50'',195.2,82.5,6' 10.50'',105.0,8' 9.00'',4.9,8.5,9.75,29.0,34.0,2.81,3.22,
1631098,Johnny Davis,2022,1,10,10,Draft,1610612764,Washington,Wizards,WAS,Wisconsin,College/University,1,Washington Wizards,PG,76.25,6' 4.25'',77.75,6' 5.75'',196.4,80.5,6' 8.50'',103.5,8' 7.50'',6.7,8.5,10.25,,,,,
1631114,Jalen Williams,2022,1,12,12,Draft,1610612760,Oklahoma City,Thunder,OKC,Santa Clara,College/University,1,Oklahoma City Thunder,SG,76.5,6' 4.50'',77.75,6' 5.75'',209.2,86.25,7' 2.25'',105.5,8' 9.50'',8.9,8.5,9.5,33.5,39.0,3.17,3.11,
1630534,Ochai Agbaji,2022,1,14,14,Draft,1610612739,Cleveland,Cavaliers,CLE,Kansas,College/University,1,Cleveland Cavaliers,SG,76.5,6'4.5'',77.5,6'5.5'',214.4,82.0,6'10.0'',103.5,8'7.5'',4.15,9.0,8.75,32.0,41.5,3.1,3.13,
1630534,Ochai Agbaji,2022,1,14,14,Draft,1610612739,Cleveland,Cavaliers,CLE,Kansas,College/University,1,Cleveland Cavaliers,SG,76.5,6' 4.50'',77.75,6' 5.75'',216.8,82.25,6' 10.25'',104.0,8' 8.00'',5.4,8.75,9.5,32.0,39.0,3.11,3.13,
1631109,Mark Williams,2022,1,15,15,Draft,1610612766,Charlotte,Hornets,CHA,Duke,College/University,1,Charlotte Hornets,C,84.0,7' 0.00'',86.0,7' 2.00'',242.4,90.5,7' 6.50'',117.0,9' 9.00'',5.4,9.0,9.75,,,,,
1631106,Tari Eason,2022,1,17,17,Draft,1610612745,Houston,Rockets,HOU,Louisiana State,College/University,1,Houston Rockets,PF,78.75,6' 6.75'',80.0,6' 8.00'',217.4,86.0,7' 2.00'',107.5,8' 11.50'',5.9,9.25,11.0,,,,,
1631207,Dalen Terry,2022,1,18,18,Draft,1610612741,Chicago,Bulls,CHI,Arizona State,College/University,1,Chicago Bulls,SG,78.0,6' 6.00'',79.25,6' 7.25'',195.2,84.75,7' 0.75'',106.0,8' 10.00'',5.4,8.5,9.0,,,,,
1631222,Jake LaRavia,2022,1,19,19,Draft,1610612750,Minnesota,Timberwolves,MIN,Wake Forest,College/University,1,Minnesota Timberwolves,PF,78.75,6' 6.75'',80.0,6' 8.00'',227.2,81.5,6' 9.50'',104.0,8' 8.00'',9.0,8.5,10.25,27.5,34.0,2.89,3.37,
1631103,Malaki Branham,2022,1,20,20,Draft,1610612759,San Antonio,Spurs,SAS,Ohio State,College/University,1,San Antonio Spurs,SG,76.0,6' 4.00'',77.5,6' 5.50'',194.8,82.0,6' 10.00'',102.5,8' 6.50'',6.1,8.5,9.75,29.0,35.0,3.09,3.17,
1631128,Christian Braun,2022,1,21,21,Draft,1610612743,Denver,Nuggets,DEN,Kansas,College/University,1,Denver Nuggets,SG,77.5,6' 5.50'',79.0,6' 7.00'',209.2,78.5,6' 6.50'',99.5,8' 3.50'',6.2,8.0,8.5,33.5,40.0,3.13,3.16,
1631117,Walker Kessler,2022,1,22,22,Draft,1610612763,Memphis,Grizzlies,MEM,Auburn,College/University,1,Memphis Grizzlies,C,84.25,7' 0.25'',85.0,7' 1.00'',256.0,88.25,7' 4.25'',113.0,9' 5.00'',14.7,8.5,8.5,,,,,
1631223,David Roddy,2022,1,23,23,Draft,1610612755,Philadelphia,76ers,PHI,Colorado State,College/University,1,Philadelphia 76ers,PF,76.5,6' 4.50'',78.0,6' 6.00'',260.8,83.5,6' 11.50'',105.0,8' 9.00'',11.6,8.75,10.0,27.0,35.5,3.1,3.22,
1630699,MarJon Beauchamp,2022,1,24,24,Draft,1610612749,Milwaukee,Bucks,MIL,Ignite (G League),Other Team/Club,1,Milwaukee Bucks,SG,77.25,6' 5.25'',78.5,6' 6.50'',196.6,84.75,7' 0.75'',106.0,8' 10.00'',5.3,9.0,9.0,,,,,
1631104,Blake Wesley,2022,1,25,25,Draft,1610612759,San Antonio,Spurs,SAS,Notre Dame,College/University,1,San Antonio Spurs,SG,75.0,6' 3.00'',76.25,6' 4.25'',187.2,81.25,6' 9.25'',103.0,8' 7.00'',5.6,8.25,9.0,30.0,36.0,3.25,3.21,
1631111,Wendell Moore Jr.,2022,1,26,26,Draft,1610612742,Dallas,Mavericks,DAL,Duke,College/University,1,Dallas Mavericks,SG,76.25,6' 4.25'',77.5,6' 5.50'',217.2,84.5,7' 0.50'',101.0,8' 5.00'',7.5,8.75,10.25,32.5,38.5,3.21,3.3,
1631107,Nikola Jovic,2022,1,27,27,Draft,1610612748,Miami,Heat,MIA,KK Mega Leks (Serbia),Other Team/Club,1,Miami Heat,SF,81.5,6' 9.50'',83.0,6' 11.00'',222.6,84.25,7' 0.25'',108.5,9' 0.50'',7.4,8.75,9.75,,,,,
1631116,Patrick Baldwin Jr.,2022,1,28,28,Draft,1610612744,Golden State,Warriors,GSW,Wisconsin-Milwaukee,College/University,1,Golden State Warriors,SF,81.25,6' 9.25'',82.25,6' 10.25'',230.8,85.75,7' 1.75'',110.5,9' 2.50'',8.9,8.75,9.5,23.5,26.5,3.3,3.45,
1631102,TyTy Washington Jr.,2022,1,29,29,Draft,1610612763,Memphis,Grizzlies,MEM,Kentucky,College/University,1,Memphis Grizzlies,SG,74.25,6' 2.25'',75.75,6' 3.75'',196.4,80.0,6' 8.00'',99.5,8' 3.50'',12.0,8.5,9.25,,,,,
1631212,Peyton Watson,2022,1,30,30,Draft,1610612760,Oklahoma City,Thunder,OKC,California-Los Angeles,College/University,1,Oklahoma City Thunder,SF,78.75,6' 6.75'',80.0,6' 8.00'',203.4,84.5,7' 0.50'',107.5,8' 11.50'',5.2,8.5,9.5,28.0,33.5,3.24,3.28,
1629614,Andrew Nembhard,2022,2,1,31,Draft,1610612754,Indiana,Pacers,IND,Gonzaga,College/University,1,Indiana Pacers,PG,75.0,6' 3.00'',76.5,6' 4.50'',195.6,77.75,6' 5.75'',99.0,8' 3.00'',4.4,8.0,9.5,26.5,35.0,3.02,3.26,
1631132,Christian Koloko,2022,2,3,33,Draft,1610612761,Toronto,Raptors,TOR,Arizona,College/University,1,Toronto Raptors,C,82.75,6' 10.75'',84.0,7' 0.00'',221.0,89.25,7' 5.25'',113.0,9' 5.00'',5.7,9.0,10.75,28.0,33.5,3.19,3.27,
1631119,Jaylin Williams,2022,2,4,34,Draft,1610612760,Oklahoma City,Thunder,OKC,Arkansas,College/University,1,Oklahoma City Thunder,C,80.75,6' 8.75'',82.0,6' 10.00'',236.6,85.0,7' 1.00'',108.5,9' 0.50'',8.0,8.5,10.5,24.5,30.0,3.1,3.5,
1631108,Max Christie,2022,2,5,35,Draft,1610612747,Los Angeles,Lakers,LAL,Michigan State,College/University,1,Los Angeles Lakers,SG,76.25,6' 4.25'',77.75,6' 5.75'',189.2,80.75,6' 8.75'',102.5,8' 6.50'',4.8,8.0,8.5,32.0,37.5,3.02,3.07,
1630629,Gabriele Procida,2022,2,6,36,Draft,1610612757,Portland,Trail Blazers,POR,Fortitudo Pallacanestro Bologna (Italy),Other Team/Club,0,Portland Trail Blazers,SG-SF,77.75,6' 5.75'',79.75,6' 7.75'',192.8,80.0,6' 8.00'',106.0,8' 10.00'',3.8,8.0,9.25,29.5,35.0,3.14,3.07,
1631113,Kennedy Chandler,2022,2,8,38,Draft,1610612759,San Antonio,Spurs,SAS,Tennessee,College/University,1,San Antonio Spurs,PG,71.5,5' 11.50'',72.5,6' 0.50'',172.2,77.25,6' 5.25'',97.0,8' 1.00'',4.4,8.5,9.5,31.0,41.5,2.89,,
1631121,Bryce McGowens,2022,2,10,40,Draft,1610612750,Minnesota,Timberwolves,MIN,Nebraska,College/University,1,Minnesota Timberwolves,SG,77.25,6' 5.25'',78.5,6' 6.50'',181.2,80.75,6' 8.75'',103.5,8' 7.50'',5.4,8.75,9.5,29.5,34.0,3.16,3.27,
1630604,E.J. Liddell,2022,2,11,41,Draft,1610612740,New Orleans,Pelicans,NOP,Ohio State,College/University,1,New Orleans Pelicans,PF,77.5,6' 5.50'',79.0,6' 7.00'',243.0,83.75,6' 11.75'',103.5,8' 7.50'',12.2,8.25,9.25,35.5,38.0,3.23,3.26,
1631211,Trevor Keels,2022,2,12,42,Draft,1610612752,New York,Knicks,NYK,Duke,College/University,1,New York Knicks,SG,75.25,6' 3.25'',76.75,6' 4.75'',223.8,79.25,6' 7.25'',101.0,8' 5.00'',13.5,8.25,9.0,24.5,31.0,3.32,3.27,
1631217,Moussa Diabate,2022,2,13,43,Draft,1610612746,Los Angeles,Clippers,LAC,Michigan,College/University,1,Los Angeles Clippers,C,81.25,6' 9.25'',82.25,6' 10.25'',216.6,86.5,7' 2.50'',109.5,9' 1.50'',2.7,8.5,10.5,29.0,36.5,2.9,3.26,
1631157,Ryan Rollins,2022,2,14,44,Draft,1610612737,Atlanta,Hawks,ATL,Toledo,College/University,1,Atlanta Hawks,SG,74.0,6' 2.00'',75.25,6' 3.25'',179.2,81.75,6' 9.75'',100.5,8' 4.50'',5.0,8.0,8.5,30.5,36.5,3.28,3.07,
1631112,Kendall Brown,2022,2,18,48,Draft,1610612750,Minnesota,Timberwolves,MIN,Baylor,College/University,1,Minnesota Timberwolves,SF,78.25,6' 6.25'',79.5,6' 7.50'',201.2,83.0,6' 11.00'',103.0,8' 7.00'',4.9,9.0,9.0,31.5,41.0,3.05,3.29,
1630600,Isaiah Mobley,2022,2,19,49,Draft,1610612739,Cleveland,Cavaliers,CLE,Southern California,College/University,1,Cleveland Cavaliers,PF,80.0,6'8.0'',81.75,6'9.75'',238.0,87.0,7'3.0'',107.5,8'11.5'',12.9,9.0,10.0,26.5,32.0,3.5,3.3,
1631164,Matteo Spagnolo,2022,2,20,50,Draft,1610612750,Minnesota,Timberwolves,MIN,Vanoli Cremona (Italy),Other Team/Club,0,Minnesota Timberwolves,PG,76.0,6' 4.00'',77.5,6' 5.50'',196.2,80.0,6' 8.00'',102.0,8' 6.00'',8.6,8.25,10.0,25.5,31.5,3.16,3.4,
1631120,JD Davison,2022,2,23,53,Draft,1610612738,Boston,Celtics,BOS,Alabama,College/University,1,Boston Celtics,PG,72.5,6' 0.50'',74.5,6' 2.50'',191.8,78.5,6' 6.50'',99.5,8' 3.50'',7.8,8.5,9.5,30.0,37.0,3.23,3.26,
1631133,Jabari Walker,2022,2,27,57,Draft,1610612757,Portland,Trail Blazers,POR,Colorado,College/University,1,Portland Trail Blazers,PF,78.75,6' 6.75'',80.0,6' 8.00'',213.8,82.75,6' 10.75'',105.0,8' 9.00'',12.1,8.75,9.75,29.5,32.5,3.12,3.24,
1630656,Hugo Besson,2022,2,28,58,Draft,1610612754,Indiana,Pacers,IND,Breakers (New Zealand),Other Team/Club,0,Indiana Pacers,SG,76.5,6' 4.50'',77.75,6' 5.75'',180.4,77.5,6' 5.50'',102.0,8' 6.00'',8.8,7.5,8.5,24.5,31.5,3.25,3.4,
1630567,Scottie Barnes,2021,1,4,4,Draft,1610612761,Toronto,Raptors,TOR,Florida State,College/University,1,Toronto Raptors,SF,79.0,6'7.0'',80.0,6'8.0'',225.4,86.75,7'2.75'',108.0,9'0.0'',5.3,9.25,10.25,36.0,39.5,2.99,3.15,
1630558,Davion Mitchell,2021,1,9,9,Draft,1610612758,Sacramento,Kings,SAC,Baylor,College/University,1,Sacramento Kings,PG,72.0,6'0.0'',73.25,6'1.25'',202.4,76.25,6'4.25'',96.5,8'0.5'',6.2,8.25,8.75,,,,,
1630533,Ziaire Williams,2021,1,10,10,Draft,1610612740,New Orleans,Pelicans,NOP,Stanford,College/University,1,New Orleans Pelicans,SF,80.25,6'8.25'',81.75,6'9.75'',188.4,82.25,6'10.25'',106.5,8'10.5'',4.4,9.0,8.75,34.0,39.5,3.04,3.12,
1630547,James Bouknight,2021,1,11,11,Draft,1610612766,Charlotte,Hornets,CHA,Connecticut,College/University,1,Charlotte Hornets,SG,75.5,6'3.5'',76.75,6'4.75'',190.0,80.25,6'8.25'',101.5,8'5.5'',5.5,8.75,9.0,,,,,
1630563,Joshua Primo,2021,1,12,12,Draft,1610612759,San Antonio,Spurs,SAS,Alabama,College/University,1,San Antonio Spurs,SG,76.0,6'4.0'',77.0,6'5.0'',189.0,81.25,6'9.25'',102.5,8'6.5'',6.3,9.0,10.0,30.5,37.5,3.36,3.22,
1630541,Moses Moody,2021,1,14,14,Draft,1610612744,Golden State,Warriors,GSW,Arkansas,College/University,1,Golden State Warriors,SG,76.5,6'4.5'',78.0,6'6.0'',210.6,84.75,7'0.75'',105.0,8'9.0'',6.8,9.0,10.0,,,,,
1630557,Corey Kispert,2021,1,15,15,Draft,1610612764,Washington,Wizards,WAS,Gonzaga,College/University,1,Washington Wizards,SF,78.0,6'6.0'',79.25,6'7.25'',223.8,79.0,6'7.0'',102.0,8'6.0'',6.8,8.75,10.0,30.0,37.5,2.99,3.12,
1630530,Trey Murphy III,2021,1,17,17,Draft,1610612763,Memphis,Grizzlies,MEM,Virginia,College/University,1,Memphis Grizzlies,SF,79.5,6'7.5'',81.25,6'9.25'',206.0,84.0,7'0.0'',105.5,8'9.5'',8.1,8.5,9.0,34.0,38.0,3.32,3.14,
1630544,Tre Mann,2021,1,18,18,Draft,1610612760,Oklahoma City,Thunder,OKC,Florida,College/University,1,Oklahoma City Thunder,PG,75.25,6'3.25'',76.25,6'4.25'',177.6,76.0,6'4.0'',98.5,8'2.5'',4.1,8.0,9.0,,,,,
1630539,Kai Jones,2021,1,19,19,Draft,1610612752,New York,Knicks,NYK,Texas,College/University,1,New York Knicks,PF,82.0,6'10.0'',83.5,6'11.5'',221.4,85.75,7'1.75'',110.5,9'2.5'',4.7,9.0,9.5,,,,,
